course_id,title_original,title,organization,rating,review_count,difficulty,course_type,duration_readable,duration,skills_formatted,skills,url,is_free
s12n~kr43OcbTEeqeNBKhfgCLyw,Google Data Analytics,google data analytics,Google,4.763390314226825,170291,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Data, Storytelling, Rmarkdown, Data, Literacy, Data, Visualization, Data, Presentation, Data, Ethic, Data, Cleansing, Interactive, Data, Visualization, Data, Validation, Ggplot, Tableau, Software, Sampling, Statistic, Presentation, Spreadsheet, Software, Data, Analysis, Data, Visualization, Software, Stakeholder, Communication, Linkedin, Interviewing, Skill, Applicant, Tracking, System",data storytelling rmarkdown data literacy data visualization data presentation data ethic data cleansing interactive data visualization data validation ggplot tableau software sampling statistic presentation spreadsheet software data analysis data visualization software stakeholder communication linkedin interviewing skill applicant tracking system,/professional-certificates/google-data-analytics,False
s12n~Dy6K-2UKEe2PIRJn6nL9pQ,Google Cybersecurity,google cybersecurity,Google,4.822850067537146,53304,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Threat, Modeling, Network, Security, Incident, Response, Vulnerability, Management, Computer, Security, Incident, Management, Hardening, Intrusion, Detection, Prevention, Cyber, Threat, Intelligence, Threat, Management, Cyber, Attack, Cybersecurity, Network, Protocol, Cloud, Security, Vulnerability, Assessment, Bash, Scripting, Language, Debugging, Linux, Interviewing, Skill, Python, Programming, SQL",threat modeling network security incident response vulnerability management computer security incident management hardening intrusion detection prevention cyber threat intelligence threat management cyber attack cybersecurity network protocol cloud security vulnerability assessment bash scripting language debugging linux interviewing skill python programming sql,/professional-certificates/google-cybersecurity,False
s12n~fq9UWMbTEeqpthJ2RmWGow,Google Project Management:,google project management,Google,4.842615375198921,130704,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Quality, Management, Project, Management, Life, Cycle, Requirement, Analysis, Project, Scoping, Project, Closure, Project, Management, Project, Planning, Agile, Project, Management, Continuous, Improvement, Process, Project, Control, Backlog, Stakeholder, Communication, Milestone, Project, Management, Quality, Assessment, Team, Management, Agile, Methodology, Project, Documentation, Change, Management, Interviewing, Skill, Applicant, Tracking, System",quality management project management life cycle requirement analysis project scoping project closure project management project planning agile project management continuous improvement process project control backlog stakeholder communication milestone project management quality assessment team management agile methodology project documentation change management interviewing skill applicant tracking system,/professional-certificates/google-project-management,False
s12n~3tzIujTqTk-YdcEFZ9r3sQ,Google AI Essentials,google ai essential,Google,4.835467442706438,2749,Beginner,Specialization,1-3 months,ONE_TO_THREE_MONTHS,"Prompt, Engineering, Generative, AI, Artificial, Intelligence, Machine, Learning, AI/ML, Large, Language, Modeling, Process, Optimization, Productivity, Software, Workforce, Development, Digital, Transformation, Innovation, Technical, Writing, Emerging, Technology, Operational, Efficiency, Business, Solution, Machine, Learning, Software, Data, Security, Critical, Thinking, Analysis, Data, Analysis, Data, Quality",prompt engineering generative ai artificial intelligence machine learning aiml large language modeling process optimization productivity software workforce development digital transformation innovation technical writing emerging technology operational efficiency business solution machine learning software data security critical thinking analysis data analysis data quality,/specializations/ai-essentials-google,False
s12n~aYYrIEl-EeyCjQ5Y8Mzdsw,Google Digital Marketing & E-commerce,google digital marketing ecommerce,Google,4.801079871104221,40653,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Data, Storytelling, Search, Engine, Marketing, Medium, Planning, Social, Medium, Marketing, Google, Ad, Email, Marketing, Social, Medium, Strategy, Search, Engine, Optimization, Order, Fulfillment, Social, Medium, Management, Performance, Measurement, Spreadsheet, Software, Testing, Customer, Retention, Ecommerce, Campaign, Management, Loyalty, Program, Marketing, Interviewing, Skill, Applicant, Tracking, System",data storytelling search engine marketing medium planning social medium marketing google ad email marketing social medium strategy search engine optimization order fulfillment social medium management performance measurement spreadsheet software testing customer retention ecommerce campaign management loyalty program marketing interviewing skill applicant tracking system,/professional-certificates/google-digital-marketing-ecommerce,False
s12n~7lHCSlFIEeeffRIHljDI_g,Google IT Support,google support,Google,4.783728692276779,204034,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Computer, Networking, Package, Software, Management, Network, Troubleshooting, System, Administration, Cloud, Infrastructure, Infrastructure, Information, System, Security, Tcpip, Network, Security, File, System, Microsoft, Window, Computer, Security, Network, Architecture, Application, Security, Desktop, Support, Computer, Hardware, Technical, Support, Interviewing, Skill, Applicant, Tracking, System, Professional, Development",computer networking package software management network troubleshooting system administration cloud infrastructure infrastructure information system security tcpip network security file system microsoft window computer security network architecture application security desktop support computer hardware technical support interviewing skill applicant tracking system professional development,/professional-certificates/google-it-support,False
s12n~Z-5wCcbTEeqeNBKhfgCLyw,Google UX Design,google ux design,Google,4.815436043653526,91539,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Responsive, Web, Design, Storyboarding, Wireframing, User, Experience, Design, Uiux, Research, Usability, Testing, Information, Architecture, Presentation, User, Research, Figma, Design, Software, Design, Review, Persona, User, Experience, Web, Content, Accessibility, Guideline, Mobile, Development, User, Story, Cross, Platform, Development, Data, Ethic, Usability, Interviewing, Skill, Applicant, Tracking, System",responsive web design storyboarding wireframing user experience design uiux research usability testing information architecture presentation user research figma design software design review persona user experience web content accessibility guideline mobile development user story cross platform development data ethic usability interviewing skill applicant tracking system,/professional-certificates/google-ux-design,False
s12n~nOOfCDWeEeuiZgo2K4rorQ,Machine Learning,machine learning,"DeepLearning.AI, Stanford University",4.894270395594846,34505,Beginner,Specialization,1-3 months,ONE_TO_THREE_MONTHS,"Unsupervised, Learning, Supervised, Learning, Machine, Learning, Method, Classification, Regression, Tree, Cart, Artificial, Intelligence, Machine, Learning, AI/ML, Applied, Machine, Learning, Machine, Learning, Algorithm, Machine, Learning, Jupyter, Data, Ethic, Decision, Tree, Learning, Tensorflow, Scikit, Learn, Machine, Learning, Library, Artificial, Intelligence, Numpy, Predictive, Modeling, Deep, Learning, Reinforcement, Learning, Random, Forest, Algorithm, Feature, Engineering",unsupervised learning supervised learning machine learning method classification regression tree cart artificial intelligence machine learning aiml applied machine learning machine learning algorithm machine learning jupyter data ethic decision tree learning tensorflow scikit learn machine learning library artificial intelligence numpy predictive modeling deep learning reinforcement learning random forest algorithm feature engineering,/specializations/machine-learning-introduction,False
s12n~1a_Qa92eQkOSjt6VLZ6lsg,Google Prompting Essentials,google prompting essential,Google,4.795606494746896,1047,Beginner,Specialization,1-4 weeks,ONE_TO_FOUR_WEEKS,"Data, Visualization, Prompt, Engineering, Data, Presentation, Graphing, Generative, AI, Agent, Chatgpt, AI, Personalization, Generative, AI, Timeline, Data, Analysis, Taking, Meeting, Minute, Artificial, Intelligence, Complex, Problem, Solving, Ideation, Business, Correspondence, Report, Writing, Solution, Design, Critical, Thinking, Document, Management, Machine, Learning",data visualization prompt engineering data presentation graphing generative ai agent chatgpt ai personalization generative ai timeline data analysis taking meeting minute artificial intelligence complex problem solving ideation business correspondence report writing solution design critical thinking document management machine learning,/specializations/prompting-essentials-google,False
course~daG-a-O1EeijKBISCWxf6g,AI For Everyone,ai everyone,DeepLearning.AI,4.790127032730583,48334,Beginner,Course,1-4 weeks,ONE_TO_FOUR_WEEKS,"Data, Ethic, Market Opportunities, Artificial, Intelligence, Machine, Learning, AI/ML, Artificial, Intelligence, Team, Building, Machine, Learning, Strategic, Thinking, Data, Science, Need, Assessment, Deep, Learning, Business, Ethic, Artificial, Neural, Network, Engineering, Management",data ethic market_opportunities artificial intelligence machine learning aiml artificial intelligence team building machine learning strategic thinking data science need assessment deep learning business ethic artificial neural network engineering management,/learn/ai-for-everyone,False
s12n~dwzq23ZLEei12goo904QNg,IBM Data Science,ibm data science,IBM,4.615297066031598,144446,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Exploratory, Data, Analysis, Data, Wrangling, Dashboard, Data, Visualization, Software, Data, Visualization, SQL, Unsupervised, Learning, Plotly, Interactive, Data, Visualization, Data, Transformation, Supervised, Learning, Jupyter, Data, Analysis, Data, Cleansing, Data, Manipulation, Data, Literacy, Data, Mining, Matplotlib, Generative, AI, Professional, Networking",exploratory data analysis data wrangling dashboard data visualization software data visualization sql unsupervised learning plotly interactive data visualization data transformation supervised learning jupyter data analysis data cleansing data manipulation data literacy data mining matplotlib generative ai professional networking,/professional-certificates/ibm-data-science,False
s12n~7qRy6fOWEeqIvgrCa-MVgQ,IBM Data Analyst,ibm data analyst,IBM,4.634533442368939,92936,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Exploratory, Data, Analysis, Data, Storytelling, Data, Wrangling, Dashboard, Data, Visualization, Software, Plotly, Data, Visualization, SQL, Generative, AI, Interactive, Data, Visualization, Data, Transformation, Data, Analysis, Data, Cleansing, Jupyter, Big, Data, Ibm, Cognos, Analytics, Excel, Formula, Python, Programming, Professional, Networking, Microsoft, Excel",exploratory data analysis data storytelling data wrangling dashboard data visualization software plotly data visualization sql generative ai interactive data visualization data transformation data analysis data cleansing jupyter big data ibm cognos analytics excel formula python programming professional networking microsoft excel,/professional-certificates/ibm-data-analyst,False
s12n~FKdStbCPR16Ga6G64hBdFg,IBM Generative AI Engineering,ibm generative ai engineering,IBM,4.644188591542938,88636,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Exploratory, Data, Analysis, Prompt, Engineering, Data, Wrangling, Large, Language, Modeling, Unsupervised, Learning, Pytorch, Machine, Learning, Library, Generative, AI, Chatgpt, Kera, Neural, Network, Library, Data, Transformation, Flask, Web, Framework, Supervised, Learning, Data, Analysis, Data, Cleansing, Data, Manipulation, Unit, Testing, Deep, Learning, Jupyter, Regression, Analysis, Data, Importexport",exploratory data analysis prompt engineering data wrangling large language modeling unsupervised learning pytorch machine learning library generative ai chatgpt kera neural network library data transformation flask web framework supervised learning data analysis data cleansing data manipulation unit testing deep learning jupyter regression analysis data importexport,/professional-certificates/ibm-generative-ai-engineering,False
s12n~WvWoOoMoEembCA7TjU2XTA,IBM AI Developer,ibm ai developer,IBM,4.6413529610068505,71192,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Prompt, Engineering, Software, Development, Life, Cycle, Large, Language, Modeling, Software, Architecture, Chatgpt, Development, Environment, Flask, Web, Framework, Generative, AI, Cascading, Style, Sheet, Cs, Unit, Testing, Jupyter, Bootstrap, Frontend, Framework, Software, Design, Software, Development, Tool, Software, Engineering, Responsive, Web, Design, Python, Programming, Engineering, Software, Machine, Learning, Data, Science",prompt engineering software development life cycle large language modeling software architecture chatgpt development environment flask web framework generative ai cascading style sheet cs unit testing jupyter bootstrap frontend framework software design software development tool software engineering responsive web design python programming engineering software machine learning data science,/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,False
s12n~68fXxAJgEeqJHxKP6A-i8w,AI in Healthcare,ai healthcare,Stanford University,4.720323325635106,2165,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Feature, Engineering, Healthcare, Ethic, Pharmaceutical, Data, Ethic, Clinical, Research, Health, System, Healthcare, Industry, Knowledge, Medical, Record, Unstructured, Data, Health, Care, Patient, Evaluation, Health, Informatics, Data, Mining, Clinical, Data, Management, Statistical, Machine, Learning, Applied, Machine, Learning, Electronic, Medical, Record, Machine, Learning, Artificial, Intelligence, Health, Technology",feature engineering healthcare ethic pharmaceutical data ethic clinical research health system healthcare industry knowledge medical record unstructured data health care patient evaluation health informatics data mining clinical data management statistical machine learning applied machine learning electronic medical record machine learning artificial intelligence health technology,/specializations/ai-healthcare,False
s12n~peHrosLQQY6iMw-W3HCQzg,Data Science Foundations,data science foundation,"University of London, IBM, IBM",4.62096941831378,113532,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Dashboard, Pseudocode, Jupyter, Algorithm, Data, Literacy, Data, Mining, Panda, Python, Package, Data, Visualization, Software, Correlation, Analysis, Web, Scraping, Numpy, Python, Programming, Probability, Statistic, Predictive, Modeling, Computer, Programming, Tool, Data, Science, Machine, Learning, Algorithm, Unsupervised, Learning, Machine, Learning, Project, Management",dashboard pseudocode jupyter algorithm data literacy data mining panda python package data visualization software correlation analysis web scraping numpy python programming probability statistic predictive modeling computer programming tool data science machine learning algorithm unsupervised learning machine learning project management,/specializations/data-science-foundations,False
s12n~PaymLStoEeuBuBIWkmAWww,IBM Full Stack Software Developer,ibm full stack software developer,IBM,4.601036936389317,55934,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Prompt, Engineering, Istio, Software, Development, Life, Cycle, Nodejs, Kubernetes, Cloud, Computing, Architecture, Server, Side, Application, Deployment, React, Redux, Cloud, Service, Django, Web, Framework, Software, Architecture, Objectrelational, Mapping, Git, Version, Control, System, Flask, Web, Framework, Fullstack, Web, Development, Cascading, Style, Sheet, Cs, Cloud, Computing, Jupyter, Engineering, Software",prompt engineering istio software development life cycle nodejs kubernetes cloud computing architecture server side application deployment react redux cloud service django web framework software architecture objectrelational mapping git version control system flask web framework fullstack web development cascading style sheet cs cloud computing jupyter engineering software,/professional-certificates/ibm-full-stack-cloud-developer,False
s12n~dVxvpVBzSI2qpyGsH77oMQ,IBM AI Product Manager,ibm ai product manager,"IBM, SkillUp EdTech",4.698552081832592,27764,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Prompt, Engineering, Generative, AI, New, Product, Development, Product, Management, Product, Lifecycle, Management, Product, Development, Innovation, Product, Roadmaps, Chatgpt, Product, Planning, Commercialization, Artificial, Intelligence, Product, Strategy, Project, Management, Life, Cycle, Openai, Stakeholder, Engagement, Stakeholder, Management, Competitive, Analysis, Product, Testing, Business, Development",prompt engineering generative ai new product development product management product lifecycle management product development innovation product roadmaps chatgpt product planning commercialization artificial intelligence product strategy project management life cycle openai stakeholder engagement stakeholder management competitive analysis product testing business development,/professional-certificates/ibm-ai-product-manager,False
s12n~kxXLY1kfEey5Tg6Gr7s2bQ,IBM DevOps and Software Engineering,ibm devops software engineering,IBM,4.625670283283317,60646,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"User, Story, Cicd, Istio, Open, Web, Application, Security, Project, Owasp, Software, Development, Life, Cycle, Continuous, Integration, Linux, Command, Kubernetes, Cloud, Computing, Architecture, Application, Deployment, Test, Driven, Development, Tdd, Gherkin, Scripting, Language, Jenkins, Git, Version, Control, System, Flask, Web, Framework, Devops, Jupyter, Grafana, Software, Engineering, Application, Development",user story cicd istio open web application security project owasp software development life cycle continuous integration linux command kubernetes cloud computing architecture application deployment test driven development tdd gherkin scripting language jenkins git version control system flask web framework devops jupyter grafana software engineering application development,/professional-certificates/devops-and-software-engineering,False
s12n~AQ719YHLEeWWVhJkLv2LYQ,Business Foundations,business foundation,University of Pennsylvania,4.705890810180688,25735,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Operation, Management, Return, Investment, Operational, Efficiency, Financial Statement, Financial, Statement, Analysis, Finance, Human, Capital, Go, Market, Strategy, Process, Analysis, Branding, Process, Management, People, Management, Financial, Reporting, Capital, Budgeting, Financial, Accounting, Financial, Modeling, Marketing, Marketing, Planning, Peer, Review, Corporate, Finance",operation management return investment operational efficiency financial_statement financial statement analysis finance human capital go market strategy process analysis branding process management people management financial reporting capital budgeting financial accounting financial modeling marketing marketing planning peer review corporate finance,/specializations/wharton-business-foundations,False
s12n~kuGzQBrlEeuKTA7v2iL8uQ,Data Science Fundamentals with Python and SQL,data science fundamental python sql,IBM,4.564620012754044,72134,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Dashboard, SQL, Descriptive, Statistic, Jupyter, Statistical, Analysis, Data, Analysis, Probability, Distribution, Panda, Python, Package, Data, Visualization, Software, Statistic, Data, Visualization, Statistical, Hypothesis, Testing, Database, Regression, Analysis, Stored, Procedure, Python, Programming, Data, Science, Data, Structure, Computer, Programming, Tool, Data, Analysis, Software",dashboard sql descriptive statistic jupyter statistical analysis data analysis probability distribution panda python package data visualization software statistic data visualization statistical hypothesis testing database regression analysis stored procedure python programming data science data structure computer programming tool data analysis software,/specializations/data-science-fundamentals-python-sql,False
s12n~PfbRUmwSEe25uA4dnx38NQ,IBM Back-End Development,ibm backend development,IBM,4.604353460494875,49386,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Istio, Open, Web, Application, Security, Project, Owasp, Software, Development, Life, Cycle, Linux, Command, Kubernetes, Application, Deployment, Nosql, Bash, Scripting, Language, Mongodb, Shell, Script, Django, Web, Framework, Software, Architecture, Objectrelational, Mapping, Development, Environment, Git, Version, Control, System, Flask, Web, Framework, Jupyter, Grafana, Microservices, Python, Programming",istio open web application security project owasp software development life cycle linux command kubernetes application deployment nosql bash scripting language mongodb shell script django web framework software architecture objectrelational mapping development environment git version control system flask web framework jupyter grafana microservices python programming,/professional-certificates/ibm-backend-development,False
s12n~nF9rQ0oBQhy5Bfv-kRFZjg,Microsoft Power BI Data Analyst,microsoft power bi data analyst,Microsoft,4.6402871065455,7593,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Power, Bi, Microsoft, Excel, Data, Analysis, Data, Visualization, Data, Storage, Data, Collection, Data, Quality, Business, Intelligence, Microsoft, Power, Platform, Advanced, Analytics, Database, Design, Statistical, Reporting, Statistical, Visualization, Analytical, Skill, Data, Integration, Business, Reporting, Data, Storage, Technology, SQL, Microsoft, SQL, Server, Data, Security",power bi microsoft excel data analysis data visualization data storage data collection data quality business intelligence microsoft power platform advanced analytics database design statistical reporting statistical visualization analytical skill data integration business reporting data storage technology sql microsoft sql server data security,/professional-certificates/microsoft-power-bi-data-analyst,False
s12n~_Fk2Gi3cEeiHghIydZ_0lA,Introduction to Data Science,introduction data science,IBM,4.633733183180164,99454,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"SQL, Jupyter, Data, Literacy, Data, Mining, Peer, Review, Data, Modeling, Database, Stored, Procedure, Relational, Database, Database, Design, Query, Language, Data, Science, Database, Management, Big, Data, Computer, Programming, Tool, Data, Analysis, Software, Data, Cleansing, Software, Development, Tool, Cloud, Computing, Python, Programming",sql jupyter data literacy data mining peer review data modeling database stored procedure relational database database design query language data science database management big data computer programming tool data analysis software data cleansing software development tool cloud computing python programming,/specializations/introduction-data-science,False
s12n~QQGg65luEeugtw5wj3v7iQ,IBM Data Analytics with Excel and R,ibm data analytics excel r,IBM,4.73211171096346,28896,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Data, Storytelling, Interactive, Data, Visualization, Data, Visualization, Software, Data, Visualization, Shiny, R, Package, Data, Wrangling, Exploratory, Data, Analysis, Relational, Database, Big, Data, Ggplot, Database, Design, Data, Analysis, Ibm, Cognos, Analytics, Data, Presentation, Data, Mining, Dashboard, Excel, Formula, Data, Manipulation, Web, Scraping, Microsoft, Excel",data storytelling interactive data visualization data visualization software data visualization shiny r package data wrangling exploratory data analysis relational database big data ggplot database design data analysis ibm cognos analytics data presentation data mining dashboard excel formula data manipulation web scraping microsoft excel,/professional-certificates/ibm-data-analyst-r-excel,False
s12n~gw6NIUimEeiedgp7b7p1Ig,Applied Data Science,applied data science,IBM,4.587889842875083,58934,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Exploratory, Data, Analysis, Data, Wrangling, Dashboard, Data, Visualization, Software, Plotly, Data, Visualization, Interactive, Data, Visualization, Data, Transformation, Data, Analysis, Data, Cleansing, Data, Manipulation, Jupyter, Matplotlib, Data, Importexport, Panda, Python, Package, Predictive, Modeling, Data, Science, Python, Programming, Data, Structure, Machine, Learning",exploratory data analysis data wrangling dashboard data visualization software plotly data visualization interactive data visualization data transformation data analysis data cleansing data manipulation jupyter matplotlib data importexport panda python package predictive modeling data science python programming data structure machine learning,/specializations/applied-data-science,False
s12n~zjWaXRMhEeudwgrn4wF8EQ,Data Analysis and Visualization Foundations,data analysis visualization foundation,IBM,4.739442773241659,27924,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Data, Storytelling, Data, Visualization, Big, Data, Data, Visualization, Software, Data, Analysis, Dashboard, Ibm, Cognos, Analytics, Statistical, Analysis, Data, Mining, Apache, Hadoop, Tree, Map, Excel, Formula, Data, Wrangling, Apache, Hive, Data, Collection, Data, Mart, Data, Science, Microsoft, Excel, Data, Quality, Data, Cleansing",data storytelling data visualization big data data visualization software data analysis dashboard ibm cognos analytics statistical analysis data mining apache hadoop tree map excel formula data wrangling apache hive data collection data mart data science microsoft excel data quality data cleansing,/specializations/data-analysis-visualization-foundations,False
s12n~7ERwSQnXEe23EhLnQryuGw,Applied Software Engineering Fundamentals,applied software engineering fundamental,IBM,4.609548614714124,48185,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Software, Development, Life, Cycle, Linux, Command, Bash, Scripting, Language, Shell, Script, Software, Architecture, Development, Environment, Git, Version, Control, System, Github, Flask, Web, Framework, Unit, Testing, Version, Control, File, Management, Engineering, Software, Jupyter, Unix, Shell, Software, Design, Linux, Application, Deployment, Python, Programming, Data, Structure",software development life cycle linux command bash scripting language shell script software architecture development environment git version control system github flask web framework unit testing version control file management engineering software jupyter unix shell software design linux application deployment python programming data structure,/specializations/software-engineering-fundamentals,False
s12n~lEbibxe6EemaCA6FO7suWg,IBM & Darden Digital Strategy,ibm darden digital strategy,"University of Virginia Darden School Foundation, IBM",4.710094411285947,46075,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Strategic, Thinking, Digital, Transformation, Business, Strategy, Cloud, Computing, Architecture, Competitive, Analysis, Cloud, Service, Business, Transformation, Cloud, Security, Big, Data, Cloud, Platform, Data, Analysis, Statistical, Analysis, Cloud, Computing, Generative, AI, Apache, Hadoop, Product, Lifecycle, Management, Strategic, Decisionmaking, Cloud, Storage, Chatgpt, Data, Science",strategic thinking digital transformation business strategy cloud computing architecture competitive analysis cloud service business transformation cloud security big data cloud platform data analysis statistical analysis cloud computing generative ai apache hadoop product lifecycle management strategic decisionmaking cloud storage chatgpt data science,/specializations/digital-strategy,False
s12n~5w9v9Jd_EemkYApdOSqZTg,AI Foundations for Everyone,ai foundation everyone,IBM,4.705323247180784,28554,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Prompt, Engineering, Chatgpt, Generative, AI, Openai, Workflow, Management, Machine, Learning, Application, Deployment, Large, Language, Modeling, Ibm, Cloud, Artificial, Intelligence, Program, Development, Natural, Language, Processing, Deep, Learning, Business, Process, Automation, Automation, Customer, Service, Content, Creation, Market Opportunities, Image, Analysis, Data, Science",prompt engineering chatgpt generative ai openai workflow management machine learning application deployment large language modeling ibm cloud artificial intelligence program development natural language processing deep learning business process automation automation customer service content creation market_opportunities image analysis data science,/specializations/ai-foundations-for-everyone,False
s12n~4ZGJDStjEeupVg7HH9ybXQ,IBM Data Engineering,ibm data engineering,IBM,4.612633521236438,59073,Beginner,Professional Certificate,3-6 months,THREE_TO_SIX_MONTHS,"Nosql, Data, Warehousing, SQL, Apache, Hadoop, Extract, Transform, Load, Apache, Airflow, Web, Scraping, Linux, Command, Database, Design, Ibm, Cognos, Analytics, Mysql, Apache, Spark, Database, Administration, Data, Store, Jupyter, Generative, AI, Professional, Networking, Python, Programming, Data, Analysis, Data, Science",nosql data warehousing sql apache hadoop extract transform load apache airflow web scraping linux command database design ibm cognos analytics mysql apache spark database administration data store jupyter generative ai professional networking python programming data analysis data science,/professional-certificates/ibm-data-engineer,False
s12n~mF13zqpxEeqDdgqb325wdw,Key Technologies for Business,key technology business,IBM,4.686816258242298,101610,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Cloud, Computing, Architecture, Cloud, Service, Cloud, Security, Data, Literacy, Data, Mining, Cloud, Platform, Cloud, Computing, Generative, AI, Cloud, Storage, Infrastructure, Service, Iaa, Software, Service, Big, Data, Emerging, Technology, Cloudnative, Computing, Data, Analysis, Data, Science, Chatgpt, Natural, Language, Processing, Market Opportunities, Business",cloud computing architecture cloud service cloud security data literacy data mining cloud platform cloud computing generative ai cloud storage infrastructure service iaa software service big data emerging technology cloudnative computing data analysis data science chatgpt natural language processing market_opportunities business,/specializations/key-technologies-for-business,False
s12n~XvFLWP2uEeqmKw5GnbMYDw,Introduction to Finance and Accounting,introduction finance accounting,University of Pennsylvania,4.627610862342916,13846,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"Financial Statement, Return, Investment, Financial, Statement, Analysis, Financial, Reporting, Capital, Budgeting, Financial, Accounting, Financial, Modeling, Working, Capital, Balance, Sheet, Accrual, Accounting, Accounting, Cash, Flow, Income, Statement, Finance, Financial, Analysis, Tax, Planning, Equity, Financial, Planning, Corporate, Finance, Business, Valuation",financial_statement return investment financial statement analysis financial reporting capital budgeting financial accounting financial modeling working capital balance sheet accrual accounting accounting cash flow income statement finance financial analysis tax planning equity financial planning corporate finance business valuation,/specializations/finance-accounting,False
s12n~Wh6nmdkOEeuYJQ5ZkEJmKQ,AI For Business,ai business,University of Pennsylvania,4.736286321757618,1411,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"AI, Personalization, Generative, AI, Data, Ethic, Tech, Data, Governance, Big, Data, Machine, Learning, Personally, Identifiable, Information, Data, Security, Governance, Business, Strategy, Human, Resource, Organizational, Strategy, Customer, Data, Management, Credit, Risk, Business, Transformation, Artificial, Intelligence, Risk, Management, Datadriven, Decisionmaking, Analytics",ai personalization generative ai data ethic tech data governance big data machine learning personally identifiable information data security governance business strategy human resource organizational strategy customer data management credit risk business transformation artificial intelligence risk management datadriven decisionmaking analytics,/specializations/ai-for-business-wharton,False
s12n~aDZV7StjEeu8FgroulzDIw,Data Engineering Foundations,data engineering foundation,IBM,4.616063734369779,56861,Beginner,Specialization,3-6 months,THREE_TO_SIX_MONTHS,"SQL, Web, Scraping, Database, Design, Mysql, Data, Transformation, Data, Store, Ibm, Extract, Transform, Load, Relational, Database, Jupyter, Data, Architecture, Data, Pipeline, Big, Data, Data, Warehousing, Data, Governance, Database, Management, System, Database, Stored, Procedure, Python, Programming, Data, Structure",sql web scraping database design mysql data transformation data store ibm extract transform load relational database jupyter data architecture data pipeline big data data warehousing data governance database management system database stored procedure python programming data structure,/specializations/data-engineering-foundations,False
s12n~zn_b0Y_lEeqE2Q5NANyNFw,IBM AI Foundations for Business,ibm ai foundation business,"IBM, IBM",4.692099776776311,94972,Beginner,Specialization,1-3 months,ONE_TO_THREE_MONTHS,"Data, Literacy, Data, Mining, Generative, AI, Big, Data, Information, Architecture, Strategic, Decisionmaking, Enterprise, Architecture, Cloud, Computing, Data, Analysis, Data, Science, Chatgpt, Digital, Transformation, Data, Strategy, Datadriven, Decisionmaking, Business, Strategy, Business, Process, Automation, Data, Architecture, Natural, Language, Processing, Market Opportunities, Leadership",data literacy data mining generative ai big data information architecture strategic decisionmaking enterprise architecture cloud computing data analysis data science chatgpt digital transformation data strategy datadriven decisionmaking business strategy business process automation data architecture natural language processing market_opportunities leadership,/specializations/ibm-ai-foundations-for-business,False
course~T7hf5jWeEeuGCBL8_hyTUQ,Supervised Machine Learning: Regression and Classification ,supervised machine learning regression classification,"DeepLearning.AI, Stanford University",4.898526272295296,29042,Beginner,Course,1-4 weeks,ONE_TO_FOUR_WEEKS,"Supervised, Learning, Jupyter, Scikit, Learn, Machine, Learning, Library, Machine, Learning, Numpy, Predictive, Modeling, Feature, Engineering, Artificial, Intelligence, Classification, Regression, Tree, Cart, Python, Programming, Regression, Analysis, Unsupervised, Learning, Statistical, Modeling",supervised learning jupyter scikit learn machine learning library machine learning numpy predictive modeling feature engineering artificial intelligence classification regression tree cart python programming regression analysis unsupervised learning statistical modeling,/learn/machine-learning,False
