course_rating,review_count
0.9408475785567063,0.6130236476148992
0.9557125168842866,0.1918844294369427
0.9606538437997303,0.4705151788960606
0.9588668606766095,0.009892471569943877
0.9502699677760553,0.1463423414342644
0.9459321730691947,0.7344944147854291
0.9538590109133815,0.32952585974145654
0.9735675988987116,0.12421027621882953
0.948901623686724,0.003765474986230457
0.9475317581826457,0.17399302343162207
0.9038242665078995,0.519984736506748
0.9086333605922348,0.33455489277755973
0.9110471478857345,0.31907540669649764
0.9103382402517126,0.25627909153416106
0.9300808314087765,0.007790141367306606
0.9052423545784449,0.4086980312253633
0.9002592340973292,0.20135211510977835
0.9246380204581479,0.0999434818764017
0.9064175708208293,0.21831475195023525
0.926472702545172,0.09263932437443076
0.8911550031885109,0.25967017895005884
0.9010883651237187,0.17778009770075634
0.9100717766363751,0.02733029263428454
0.908433295795041,0.35801891377206274
0.9330279277408651,0.1040185465842534
0.8969724607187708,0.21215175656168217
0.9348606933104147,0.10051946275383657
0.9023871536785311,0.17345664123951085
0.9275236028214868,0.1658608934183385
0.926330811795196,0.10278738745873636
0.9031583803091094,0.2126521399489537
0.9217040645605745,0.3657802560954976
0.906902715585729,0.04984034530053602
0.9340715804394044,0.005075831482394784
0.9040159335924447,0.20468920431841664
0.9230249441940777,0.34188424944291845
0.974631568073824,0.10454412913491272
0.8831597743232702,0.05997400886290575
0.9540833297334654,1.0
0.9656190815013237,0.3440333780918473
0.9507216111514649,0.41630097880750355
0.9298493602971523,0.061053973008096125
0.9221392297926367,0.08506157595567827
0.9228775781769796,0.08115570563057306
0.9284934355907968,0.027690280682681336
0.894722331626624,0.02741668976589977
0.9675281643472498,0.0054286197698236414
0.9329202290375715,0.0458912764096232
0.8814428393080083,0.04036545986673242
0.9533774834437085,0.013585948946494975
0.9291760286476616,0.05126589797218732
0.9632344552196235,0.12620820988743175
0.9122104163037799,0.020663313977975932
0.9293441628471286,0.026700313549590154
0.9294245385450597,0.02652031952539176
0.8992105630850911,0.025760744743274524
0.9294836956521739,0.026491520481520012
0.9294982346550789,0.026505920003455887
0.9024266975308637,0.023323625655628233
0.9029588014981271,0.02402560235000198
0.952090395480226,0.11150269811042272
0.9556474052775596,0.07762062299531655
0.9498982222825343,0.026523919405875725
0.9481132075471701,0.002285924107319637
0.9182318168213108,0.04810520290726347
0.9354026462872134,0.03155655232246289
0.895574450990894,0.02688030757378855
0.9566374774527366,0.5767656513803742
0.9512072058603678,0.02407600067677753
0.9565325121234647,0.10169662367209407
0.952369592875318,0.02263244860270639
0.9510061570806427,0.023968004262258494
0.9401156188706512,0.03486844236771339
0.951271186440678,0.001695543707948896
0.9519749447310242,0.024421589203238454
0.9504988597491444,0.025253161595035045
0.9368356611645201,0.019842541227631242
0.9505593244803687,0.024936372112445867
0.920940170940171,0.00041758613614028016
0.9512702338129497,0.024014802708550078
0.9532721139430285,0.02400760294758214
0.9507426823940583,0.024716779402923824
0.9531923906346271,0.02336682422143585
0.9531375579598145,0.023287626850788553
0.9527299292525375,0.023402823026275527
0.953113936272932,0.022366057446892764
0.963892579237047,0.11380302173967824
0.9420273972602742,0.013135963885998983
0.9530178837555887,0.024151598166940857
0.9527122817489926,0.024119199242585147
0.9219492113017851,0.020764110631527034
0.9532739490545401,0.02303203533642683
0.9528278358809332,0.02236965732737673
0.9340447525234099,0.05920003455885264
0.9345367327778431,0.12269472653507903
0.9259260982874158,0.019334958079391763
0.9638467722485731,0.2238909668199016
0.9101124121779858,0.038425124285873705
0.953150406504065,0.022135665095918817
0.9530512611879578,0.022117665693498975
0.9572396916146917,0.08311044073336765
0.9575530263838592,0.03478924499706609
0.9162337662337663,0.00027359091678156287
0.8968159667086448,0.06574101739822237
0.9728464419475655,0.00095756820873547
0.9569623271340011,0.2642096282403424
0.8992412674174459,0.09429526939705601
0.9163701741105221,0.00475184223883767
0.9777401555053926,0.028701847098676323
0.942846034214619,0.0023111232707074126
0.8972602739726028,0.0002591913948456911
0.9116753472222223,0.002069931278281561
0.9181493815413893,0.003779874508166329
0.9113480371641418,0.0860119444034458
0.9529569892473118,0.0006659778895340675
0.973326535508638,0.07501790940540773
0.9051724137931028,0.0311065672619669
0.9043793609988984,0.02940382379305007
0.9089312526812519,0.03356168575203303
0.9532629791363418,0.029673814829347667
0.9459608678806664,0.009287691648637264
0.9673469387755103,0.0008783708380881754
0.9192035815268613,0.0038158733130060083
0.9212901701323251,0.0038050736715541044
0.9146902226524685,0.040901842058843646
0.9252626285203398,0.01610226540478856
0.9694934968806175,0.03404046985640077
0.9127153934520389,0.03760075165504505
0.9509512485136742,0.003023899606533063
0.908801141769743,0.003779874508166329
0.9117427687829731,0.03957348616025948
0.9481481481481482,0.0004823839848517029
0.9762066209457025,0.06980888234510614
0.9096760982874157,0.0241695975693607
0.9601449275362319,0.0004931836263036068
0.8900364520048603,0.014809908311044073
0.9547090112640801,0.023006836173039055
0.9207514332514335,0.008787308261365721
0.9279310481317284,0.04547009039299895
0.9142366165291922,0.022254461151889757
0.8807862679955705,0.006497784273562118
0.9297921926587687,0.18535424623902488
